timestamp,facility,total_consumption_kwh,grid_kwh,solar_kwh,wind_kwh,diesel_kwh,temperature_c,occupancy_percent
2026-04-01 20:50:28.894774,Hostel Block 1,154.25,92.55,0.0,12.34,3.09,25.5,62.86351634304228
2026-04-01 21:50:28.894774,Hostel Block 1,221.17,132.7,0.0,17.69,4.42,27.5,64.40780212415206
2026-04-01 22:50:28.894774,Hostel Block 1,209.37,125.62,0.0,16.75,4.19,35.1,78.55445578442476
2026-04-01 23:50:28.894774,Hostel Block 1,187.35,112.41,0.0,14.99,3.75,27.5,81.44165628461438
2026-04-02 00:50:28.894774,Hostel Block 1,168.19,100.91,0.0,13.45,3.36,34.2,88.46132046345691
2026-03-03 01:50:28.894774,Hostel Block 2,55.89,33.53,0.0,4.47,1.12,35.4,94.17890484910548
2026-03-03 02:50:28.894774,Hostel Block 2,66.27,39.76,0.0,5.3,1.33,37.8,93.75829341557831
2026-03-03 03:50:28.894774,Hostel Block 2,54.87,32.92,0.0,4.39,1.1,28.0,86.45845655579578
2026-03-03 04:50:28.894774,Hostel Block 2,60.65,36.39,0.0,4.85,1.21,32.3,85.82930910996208
2026-03-03 05:50:28.894774,Hostel Block 2,54.75,32.85,0.0,4.38,1.1,35.3,84.86821660456005
2026-03-03 06:50:28.894774,Hostel Block 2,76.06,45.64,0.0,6.08,1.52,36.2,82.42777085088599
2026-03-03 07:50:28.894774,Hostel Block 2,97.06,40.77,29.12,7.76,1.94,28.9,80.58610150407978
2026-03-03 08:50:28.894774,Hostel Block 2,131.88,55.39,39.56,10.55,2.64,37.3,78.5756657139391
2026-03-03 09:50:28.894774,Hostel Block 2,185.9,78.08,55.77,14.87,3.72,30.1,72.01800478607129
2026-03-03 10:50:28.894774,Hostel Block 2,171.58,72.06,51.47,13.73,3.43,35.6,57.70908539694865
2026-03-03 11:50:28.894774,Hostel Block 2,97.94,41.14,29.38,7.84,1.96,23.9,48.90892902579439
2026-03-03 12:50:28.894774,Hostel Block 2,68.93,28.95,20.68,5.51,1.38,30.1,32.4971348995352
2026-03-03 13:50:28.894774,Hostel Block 2,63.48,26.66,19.04,5.08,1.27,36.2,26.716428444120552
2026-03-03 14:50:28.894774,Hostel Block 2,59.44,24.96,17.83,4.76,1.19,35.7,22.439992484925938
2026-03-03 15:50:28.894774,Hostel Block 2,68.45,28.75,20.54,5.48,1.37,26.7,23.711869262370115
2026-03-03 16:50:28.894774,Hostel Block 2,74.43,31.26,22.33,5.95,1.49,31.4,18.262749604166316
2026-03-03 17:50:28.894774,Hostel Block 2,90.07,37.83,27.02,7.21,1.8,22.9,28.215523800489635
2026-03-03 18:50:28.894774,Hostel Block 2,98.05,41.18,29.42,7.84,1.96,32.0,34.22531588874625
2026-03-03 19:50:28.894774,Hostel Block 2,125.58,52.75,37.68,10.05,2.51,30.9,45.45556802106667
2026-03-03 20:50:28.894774,Hostel Block 2,152.94,91.76,0.0,12.24,3.06,35.0,56.890568677457274
2026-03-03 21:50:28.894774,Hostel Block 2,229.82,137.89,0.0,18.39,4.6,27.4,71.19286786154353
2026-03-03 22:50:28.894774,Hostel Block 2,214.92,128.95,0.0,17.19,4.3,23.4,70.16617308866782
2026-03-03 23:50:28.894774,Hostel Block 2,174.48,104.69,0.0,13.96,3.49,34.1,80.27550619201467
2026-03-04 00:50:28.894774,Hostel Block 2,165.01,99.01,0.0,13.2,3.3,23.1,83.20916514798799
2026-03-04 01:50:28.894774,Hostel Block 2,60.0,36.0,0.0,4.8,1.2,26.5,85.74465860762407
2026-03-04 02:50:28.894774,Hostel Block 2,55.06,33.04,0.0,4.41,1.1,29.2,89.20635059464256
2026-03-04 03:50:28.894774,Hostel Block 2,51.52,30.91,0.0,4.12,1.03,36.9,90.47700871781262
2026-03-04 04:50:28.894774,Hostel Block 2,51.54,30.92,0.0,4.12,1.03,28.2,87.40238186722132
2026-03-04 05:50:28.894774,Hostel Block 2,62.1,37.26,0.0,4.97,1.24,33.1,91.36957522568238
2026-03-04 06:50:28.894774,Hostel Block 2,69.53,41.72,0.0,5.56,1.39,35.1,88.63189751181045
2026-03-04 07:50:28.894774,Hostel Block 2,117.97,49.55,35.39,9.44,2.36,23.5,77.18198802452015
2026-03-04 08:50:28.894774,Hostel Block 2,145.83,61.25,43.75,11.67,2.92,31.8,78.3325671654279
2026-03-04 09:50:28.894774,Hostel Block 2,152.66,64.12,45.8,12.21,3.05,25.5,70.99578910582856
2026-03-04 10:50:28.894774,Hostel Block 2,143.62,60.32,43.09,11.49,2.87,30.2,57.06407004033691
2026-03-04 11:50:28.894774,Hostel Block 2,115.88,48.67,34.76,9.27,2.32,32.5,46.455270568820126
2026-03-04 12:50:28.894774,Hostel Block 2,72.42,30.42,21.73,5.79,1.45,29.6,38.016019566867676
2026-03-04 13:50:28.894774,Hostel Block 2,68.45,28.75,20.54,5.48,1.37,25.7,33.16800750365867
2026-03-04 14:50:28.894774,Hostel Block 2,62.6,26.29,18.78,5.01,1.25,25.2,18.25252222355782
2026-03-04 15:50:28.894774,Hostel Block 2,68.27,28.67,20.48,5.46,1.37,23.2,23.93611594585923
2026-03-04 16:50:28.894774,Hostel Block 2,67.16,28.21,20.15,5.37,1.34,31.7,24.404590211833508
2026-03-04 17:50:28.894774,Hostel Block 2,84.79,35.61,25.44,6.78,1.7,31.5,29.976975721592765
2026-03-04 18:50:28.894774,Hostel Block 2,87.37,36.69,26.21,6.99,1.75,34.0,40.01369120251866
2026-03-04 19:50:28.894774,Hostel Block 2,147.92,62.13,44.38,11.83,2.96,28.7,46.77207939379801
2026-03-04 20:50:28.894774,Hostel Block 2,191.0,114.6,0.0,15.28,3.82,35.8,59.23646892355127
2026-03-04 21:50:28.894774,Hostel Block 2,184.82,110.89,0.0,14.79,3.7,34.4,67.9435252488942
2026-03-04 22:50:28.894774,Hostel Block 2,194.68,116.81,0.0,15.57,3.89,36.5,77.88039637949701
2026-03-04 23:50:28.894774,Hostel Block 2,173.7,104.22,0.0,13.9,3.47,22.3,79.30337660889447
2026-03-05 00:50:28.894774,Hostel Block 2,180.11,108.07,0.0,14.41,3.6,27.0,86.23072449725343
2026-03-05 01:50:28.894774,Hostel Block 2,55.68,33.41,0.0,4.45,1.11,32.9,94.26553771145892
2026-03-05 02:50:28.894774,Hostel Block 2,66.03,39.62,0.0,5.28,1.32,25.6,84.6472431014082
2026-03-05 03:50:28.894774,Hostel Block 2,52.77,31.66,0.0,4.22,1.06,34.3,91.98824479302678
2026-03-05 04:50:28.894774,Hostel Block 2,51.54,30.92,0.0,4.12,1.03,36.0,84.81689474623822
2026-03-05 05:50:28.894774,Hostel Block 2,60.05,36.03,0.0,4.8,1.2,33.2,86.3537553195223
2026-03-05 06:50:28.894774,Hostel Block 2,82.21,49.32,0.0,6.58,1.64,27.0,84.1941103897342
2026-03-05 07:50:28.894774,Hostel Block 2,106.13,44.58,31.84,8.49,2.12,27.7,76.61197952787339
2026-03-05 08:50:28.894774,Hostel Block 2,136.93,57.51,41.08,10.95,2.74,24.4,74.09234296868038
2026-03-05 09:50:28.894774,Hostel Block 2,183.79,77.19,55.14,14.7,3.68,25.1,68.36715286236928
2026-03-05 10:50:28.894774,Hostel Block 2,172.58,72.48,51.77,13.81,3.45,25.9,56.26805765481306
2026-03-05 11:50:28.894774,Hostel Block 2,114.29,48.0,34.29,9.14,2.29,29.2,43.16759395251983
2026-03-05 12:50:28.894774,Hostel Block 2,79.67,33.46,23.9,6.37,1.59,29.3,36.46787584300854
2026-03-05 13:50:28.894774,Hostel Block 2,65.67,27.58,19.7,5.25,1.31,31.5,24.438240980817568
2026-03-05 14:50:28.894774,Hostel Block 2,57.31,24.07,17.19,4.59,1.15,26.8,25.015284691703272
2026-03-05 15:50:28.894774,Hostel Block 2,53.09,22.3,15.93,4.25,1.06,22.7,16.299448068907168
2026-03-05 16:50:28.894774,Hostel Block 2,70.86,29.76,21.26,5.67,1.42,32.6,21.00724539730706
2026-03-05 17:50:28.894774,Hostel Block 2,87.95,36.94,26.39,7.04,1.76,29.7,24.521108533495322
2026-03-05 18:50:28.894774,Hostel Block 2,97.58,40.98,29.27,7.81,1.95,36.8,35.17465805995708
2026-03-05 19:50:28.894774,Hostel Block 2,124.64,52.35,37.39,9.97,2.49,31.0,47.212548205233105
2026-03-05 20:50:28.894774,Hostel Block 2,153.12,91.87,0.0,12.25,3.06,31.5,59.80380843881743
2026-03-05 21:50:28.894774,Hostel Block 2,175.31,105.19,0.0,14.02,3.51,37.2,65.85942359427264
2026-03-05 22:50:28.894774,Hostel Block 2,238.75,143.25,0.0,19.1,4.78,32.8,76.29160140050675
2026-03-05 23:50:28.894774,Hostel Block 2,203.28,121.97,0.0,16.26,4.07,32.8,75.92400692142274
2026-03-06 00:50:28.894774,Hostel Block 2,159.08,95.45,0.0,12.73,3.18,36.0,80.19005633678137
2026-03-06 01:50:28.894774,Hostel Block 2,61.49,36.89,0.0,4.92,1.23,36.9,90.86808974695352
2026-03-06 02:50:28.894774,Hostel Block 2,66.45,39.87,0.0,5.32,1.33,33.2,94.22391747964099
2026-03-06 03:50:28.894774,Hostel Block 2,65.68,39.41,0.0,5.25,1.31,29.8,89.61910039454472
2026-03-06 04:50:28.894774,Hostel Block 2,60.13,36.08,0.0,4.81,1.2,24.4,88.71274685247315
2026-03-06 05:50:28.894774,Hostel Block 2,67.99,40.79,0.0,5.44,1.36,22.2,89.19524304311777
2026-03-06 06:50:28.894774,Hostel Block 2,63.24,37.94,0.0,5.06,1.26,28.7,82.14767928478672
2026-03-06 07:50:28.894774,Hostel Block 2,116.15,48.79,34.85,9.29,2.32,37.1,79.44148404372925
2026-03-06 08:50:28.894774,Hostel Block 2,140.98,59.21,42.3,11.28,2.82,36.8,72.10828078310414
2026-03-06 09:50:28.894774,Hostel Block 2,179.42,75.36,53.83,14.35,3.59,33.1,63.03116373484123
2026-03-06 10:50:28.894774,Hostel Block 2,161.88,67.99,48.57,12.95,3.24,27.9,55.82138265309604
2026-03-06 11:50:28.894774,Hostel Block 2,91.91,38.6,27.57,7.35,1.84,28.2,48.479623501659866
2026-03-06 12:50:28.894774,Hostel Block 2,66.95,28.12,20.09,5.36,1.34,22.4,40.827415494392056
2026-03-06 13:50:28.894774,Hostel Block 2,64.96,27.28,19.49,5.2,1.3,34.8,23.343181891808584
2026-03-06 14:50:28.894774,Hostel Block 2,57.12,23.99,17.14,4.57,1.14,31.6,17.782223918504698
2026-03-06 15:50:28.894774,Hostel Block 2,55.48,23.3,16.64,4.44,1.11,33.5,17.45021266850837
2026-03-06 16:50:28.894774,Hostel Block 2,58.97,24.77,17.69,4.72,1.18,35.8,19.022623115547475
2026-03-06 17:50:28.894774,Hostel Block 2,68.47,28.76,20.54,5.48,1.37,23.5,32.7339478801598
2026-03-06 18:50:28.894774,Hostel Block 2,96.82,40.67,29.05,7.75,1.94,30.1,36.8377505812232
2026-03-06 19:50:28.894774,Hostel Block 2,125.06,52.53,37.52,10.01,2.5,36.6,48.86022592139653
2026-03-06 20:50:28.894774,Hostel Block 2,148.36,89.02,0.0,11.87,2.97,26.8,57.640570450545454
2026-03-06 21:50:28.894774,Hostel Block 2,196.93,118.16,0.0,15.75,3.94,26.4,70.96109478727234
2026-03-06 22:50:28.894774,Hostel Block 2,235.04,141.02,0.0,18.8,4.7,37.9,76.56601698666907
2026-03-06 23:50:28.894774,Hostel Block 2,195.31,117.19,0.0,15.63,3.91,31.9,78.3421154260817
2026-03-07 00:50:28.894774,Hostel Block 2,166.22,99.73,0.0,13.3,3.32,36.5,83.83079449743488
2026-03-07 01:50:28.894774,Hostel Block 2,34.58,20.75,0.0,2.77,0.69,32.3,85.42821169514461
2026-03-07 02:50:28.894774,Hostel Block 2,38.2,22.92,0.0,3.06,0.76,22.6,91.57517950798015
2026-03-07 03:50:28.894774,Hostel Block 2,34.81,20.89,0.0,2.79,0.7,27.0,87.77594446093059
2026-03-07 04:50:28.894774,Hostel Block 2,38.83,23.3,0.0,3.11,0.78,33.7,84.650783514045
2026-03-07 05:50:28.894774,Hostel Block 2,34.57,20.74,0.0,2.77,0.69,36.0,86.45503467578699
2026-03-07 06:50:28.894774,Hostel Block 2,42.76,25.65,0.0,3.42,0.86,33.7,92.36805026145298
2026-03-07 07:50:28.894774,Hostel Block 2,69.51,29.19,20.85,5.56,1.39,30.5,89.37039260817521
2026-03-07 08:50:28.894774,Hostel Block 2,95.58,40.14,28.67,7.65,1.91,32.3,88.57983443620626
2026-03-07 09:50:28.894774,Hostel Block 2,90.47,38.0,27.14,7.24,1.81,28.9,82.8118319593888
2026-03-07 10:50:28.894774,Hostel Block 2,101.63,42.68,30.49,8.13,2.03,36.9,80.55528058300004
2026-03-07 11:50:28.894774,Hostel Block 2,68.84,28.91,20.65,5.51,1.38,29.0,75.4085652400184
2026-03-07 12:50:28.894774,Hostel Block 2,40.68,17.09,12.2,3.25,0.81,27.9,73.5609279720837
2026-03-07 13:50:28.894774,Hostel Block 2,31.86,13.38,9.56,2.55,0.64,33.6,68.99470693562643
2026-03-07 14:50:28.894774,Hostel Block 2,34.84,14.63,10.45,2.79,0.7,29.2,67.10251318830781
2026-03-07 15:50:28.894774,Hostel Block 2,40.04,16.82,12.01,3.2,0.8,26.6,71.7602389343846
2026-03-07 16:50:28.894774,Hostel Block 2,42.52,17.86,12.76,3.4,0.85,31.0,73.99303959950815
2026-03-07 17:50:28.894774,Hostel Block 2,45.04,18.92,13.51,3.6,0.9,36.4,70.46831758108546
2026-03-07 18:50:28.894774,Hostel Block 2,70.04,29.42,21.01,5.6,1.4,34.3,70.48346363878395
2026-03-07 19:50:28.894774,Hostel Block 2,73.79,30.99,22.14,5.9,1.48,34.3,82.66721160426935
2026-03-07 20:50:28.894774,Hostel Block 2,108.35,65.01,0.0,8.67,2.17,29.5,82.37573204536703
2026-03-07 21:50:28.894774,Hostel Block 2,134.71,80.83,0.0,10.78,2.69,35.7,88.28393360384658
2026-03-07 22:50:28.894774,Hostel Block 2,132.93,79.76,0.0,10.63,2.66,27.9,86.51808664839777
2026-03-07 23:50:28.894774,Hostel Block 2,133.61,80.16,0.0,10.69,2.67,27.0,82.86280622889154
2026-03-08 00:50:28.894774,Hostel Block 2,93.16,55.9,0.0,7.45,1.86,32.6,86.6877591554978
2026-03-08 01:50:28.894774,Hostel Block 2,32.49,19.49,0.0,2.6,0.65,27.2,86.60826525183694
2026-03-08 02:50:28.894774,Hostel Block 2,37.86,22.71,0.0,3.03,0.76,27.3,89.55871314603041
2026-03-08 03:50:28.894774,Hostel Block 2,30.5,18.3,0.0,2.44,0.61,25.3,89.91961448063117
2026-03-08 04:50:28.894774,Hostel Block 2,30.98,18.59,0.0,2.48,0.62,35.5,87.36405428125127
2026-03-08 05:50:28.894774,Hostel Block 2,42.04,25.23,0.0,3.36,0.84,33.1,84.71724760491
2026-03-08 06:50:28.894774,Hostel Block 2,45.33,27.2,0.0,3.63,0.91,31.6,83.63909927937284
2026-03-08 07:50:28.894774,Hostel Block 2,66.69,28.01,20.01,5.33,1.33,22.5,85.05526656896251
2026-03-08 08:50:28.894774,Hostel Block 2,102.42,43.02,30.73,8.19,2.05,34.7,84.83636393714804
2026-03-08 09:50:28.894774,Hostel Block 2,110.71,46.5,33.21,8.86,2.21,37.8,87.60032976773962
2026-03-08 10:50:28.894774,Hostel Block 2,95.89,40.28,28.77,7.67,1.92,26.5,79.442428798706
2026-03-08 11:50:28.894774,Hostel Block 2,66.03,27.73,19.81,5.28,1.32,24.5,80.80192034834494
2026-03-08 12:50:28.894774,Hostel Block 2,46.26,19.43,13.88,3.7,0.93,24.1,77.25139920891662
2026-03-08 13:50:28.894774,Hostel Block 2,41.0,17.22,12.3,3.28,0.82,27.2,72.46946038561146
2026-03-08 14:50:28.894774,Hostel Block 2,40.69,17.09,12.21,3.25,0.81,25.6,71.71907513689301
2026-03-08 15:50:28.894774,Hostel Block 2,38.16,16.03,11.45,3.05,0.76,34.1,65.98346613287295
2026-03-08 16:50:28.894774,Hostel Block 2,45.39,19.06,13.62,3.63,0.91,34.4,73.33202694454002
2026-03-08 17:50:28.894774,Hostel Block 2,40.96,17.2,12.29,3.28,0.82,28.1,75.93457343842985
2026-03-08 18:50:28.894774,Hostel Block 2,64.98,27.29,19.49,5.2,1.3,32.6,79.46349154400531
2026-03-08 19:50:28.894774,Hostel Block 2,88.8,37.3,26.64,7.1,1.78,26.0,78.5471160508369
2026-03-08 20:50:28.894774,Hostel Block 2,108.26,64.96,0.0,8.66,2.17,28.9,81.43045473656828
2026-03-08 21:50:28.894774,Hostel Block 2,105.67,63.4,0.0,8.45,2.11,28.4,80.85847172063316
2026-03-08 22:50:28.894774,Hostel Block 2,144.73,86.84,0.0,11.58,2.89,28.6,86.43883839461147
2026-03-08 23:50:28.894774,Hostel Block 2,128.89,77.33,0.0,10.31,2.58,37.1,89.62268493287414
2026-03-09 00:50:28.894774,Hostel Block 2,101.22,60.73,0.0,8.1,2.02,34.7,87.31187413189507
2026-03-09 01:50:28.894774,Hostel Block 2,51.67,31.0,0.0,4.13,1.03,32.0,92.97941277575393
2026-03-09 02:50:28.894774,Hostel Block 2,58.68,35.21,0.0,4.69,1.17,30.5,85.88194153157926
2026-03-09 03:50:28.894774,Hostel Block 2,57.88,34.73,0.0,4.63,1.16,26.5,91.91270676016272
2026-03-09 04:50:28.894774,Hostel Block 2,65.57,39.34,0.0,5.25,1.31,24.7,89.1457217293157
2026-03-09 05:50:28.894774,Hostel Block 2,56.04,33.62,0.0,4.48,1.12,34.4,87.18068824661529
2026-03-09 06:50:28.894774,Hostel Block 2,71.01,42.61,0.0,5.68,1.42,27.8,80.90869232249426
2026-03-09 07:50:28.894774,Hostel Block 2,108.32,45.49,32.5,8.67,2.17,33.5,76.55614501093027
2026-03-09 08:50:28.894774,Hostel Block 2,170.53,71.62,51.16,13.64,3.41,27.3,70.33692569044403
2026-03-09 09:50:28.894774,Hostel Block 2,150.48,63.2,45.15,12.04,3.01,28.0,63.3163387098271
2026-03-09 10:50:28.894774,Hostel Block 2,141.9,59.6,42.57,11.35,2.84,26.4,59.92544182516812
2026-03-09 11:50:28.894774,Hostel Block 2,110.2,46.28,33.06,8.82,2.2,29.0,45.27550545658224
2026-03-09 12:50:28.894774,Hostel Block 2,83.2,34.94,24.96,6.66,1.66,32.8,40.11656065879373
2026-03-09 13:50:28.894774,Hostel Block 2,70.14,29.46,21.04,5.61,1.4,26.2,31.726273865796742
2026-03-09 14:50:28.894774,Hostel Block 2,52.52,22.06,15.76,4.2,1.05,31.0,26.016048961849393
2026-03-09 15:50:28.894774,Hostel Block 2,54.96,23.08,16.49,4.4,1.1,26.8,22.183469903155355
2026-03-09 16:50:28.894774,Hostel Block 2,69.36,29.13,20.81,5.55,1.39,35.1,19.540177024626985
2026-03-09 17:50:28.894774,Hostel Block 2,73.94,31.05,22.18,5.92,1.48,25.9,23.567301518008648
2026-03-09 18:50:28.894774,Hostel Block 2,86.84,36.47,26.05,6.95,1.74,36.1,40.163942669545435
2026-03-09 19:50:28.894774,Hostel Block 2,152.47,64.04,45.74,12.2,3.05,27.5,48.13933608118314
2026-03-09 20:50:28.894774,Hostel Block 2,182.45,109.47,0.0,14.6,3.65,31.4,59.772271378918774
2026-03-09 21:50:28.894774,Hostel Block 2,205.78,123.47,0.0,16.46,4.12,33.7,71.8509778258906
2026-03-09 22:50:28.894774,Hostel Block 2,183.05,109.83,0.0,14.64,3.66,29.3,78.54307214387275
2026-03-09 23:50:28.894774,Hostel Block 2,212.49,127.49,0.0,17.0,4.25,25.4,81.1980191054804
2026-03-10 00:50:28.894774,Hostel Block 2,156.2,93.72,0.0,12.5,3.12,30.8,88.27029979587837
2026-03-10 01:50:28.894774,Hostel Block 2,50.13,30.08,0.0,4.01,1.0,22.8,85.3042912065741
2026-03-10 02:50:28.894774,Hostel Block 2,52.22,31.33,0.0,4.18,1.04,33.3,93.96471311160084
2026-03-10 03:50:28.894774,Hostel Block 2,51.66,30.99,0.0,4.13,1.03,30.1,89.5736609407796
2026-03-10 04:50:28.894774,Hostel Block 2,66.94,40.16,0.0,5.36,1.34,37.1,85.60832091272249
2026-03-10 05:50:28.894774,Hostel Block 2,63.74,38.24,0.0,5.1,1.27,29.3,88.36262930307727
2026-03-10 06:50:28.894774,Hostel Block 2,84.3,50.58,0.0,6.74,1.69,31.6,83.64010911286411
2026-03-10 07:50:28.894774,Hostel Block 2,98.03,41.17,29.41,7.84,1.96,22.7,76.07464437584167
2026-03-10 08:50:28.894774,Hostel Block 2,143.68,60.35,43.1,11.49,2.87,29.1,78.71503888605082
2026-03-10 09:50:28.894774,Hostel Block 2,193.24,81.16,57.97,15.46,3.86,22.4,63.93441966392455
2026-03-10 10:50:28.894774,Hostel Block 2,135.76,57.02,40.73,10.86,2.72,36.2,55.653938302625434
2026-03-10 11:50:28.894774,Hostel Block 2,95.89,40.27,28.77,7.67,1.92,31.1,49.41629067656346
2026-03-10 12:50:28.894774,Hostel Block 2,67.21,28.23,20.16,5.38,1.34,35.7,38.12600019569719
2026-03-10 13:50:28.894774,Hostel Block 2,60.19,25.28,18.06,4.82,1.2,24.7,29.394560058220534
2026-03-10 14:50:28.894774,Hostel Block 2,66.56,27.96,19.97,5.32,1.33,27.8,17.63763796165803
2026-03-10 15:50:28.894774,Hostel Block 2,69.89,29.35,20.97,5.59,1.4,24.3,23.226887464773554
2026-03-10 16:50:28.894774,Hostel Block 2,74.58,31.32,22.37,5.97,1.49,28.3,27.109933763825822
2026-03-10 17:50:28.894774,Hostel Block 2,74.21,31.17,22.26,5.94,1.48,31.6,25.23255715947863
2026-03-10 18:50:28.894774,Hostel Block 2,90.67,38.08,27.2,7.25,1.81,23.8,32.940301325046164
2026-03-10 19:50:28.894774,Hostel Block 2,144.56,60.72,43.37,11.56,2.89,31.4,44.850985920156376
2026-03-10 20:50:28.894774,Hostel Block 2,168.11,100.87,0.0,13.45,3.36,34.1,59.233634763241646
2026-03-10 21:50:28.894774,Hostel Block 2,186.96,112.18,0.0,14.96,3.74,33.7,68.07760436334283
2026-03-10 22:50:28.894774,Hostel Block 2,245.48,147.29,0.0,19.64,4.91,27.6,70.64416411659724
2026-03-10 23:50:28.894774,Hostel Block 2,228.81,137.29,0.0,18.3,4.58,25.9,77.54431835755697
2026-03-11 00:50:28.894774,Hostel Block 2,168.33,101.0,0.0,13.47,3.37,36.7,84.92959166337167
2026-03-11 01:50:28.894774,Hostel Block 2,62.79,37.67,0.0,5.02,1.26,29.5,92.56886806459863
2026-03-11 02:50:28.894774,Hostel Block 2,53.23,31.94,0.0,4.26,1.06,28.8,87.08902858368697
2026-03-11 03:50:28.894774,Hostel Block 2,60.38,36.23,0.0,4.83,1.21,33.0,91.39910673500361
2026-03-11 04:50:28.894774,Hostel Block 2,58.62,35.17,0.0,4.69,1.17,22.7,85.22908317856593
2026-03-11 05:50:28.894774,Hostel Block 2,70.93,42.56,0.0,5.67,1.42,28.5,91.81477811504604
2026-03-11 06:50:28.894774,Hostel Block 2,66.97,40.18,0.0,5.36,1.34,32.4,83.31004120768547
2026-03-11 07:50:28.894774,Hostel Block 2,115.81,48.64,34.74,9.26,2.32,26.1,77.89021101796577
2026-03-11 08:50:28.894774,Hostel Block 2,160.77,67.52,48.23,12.86,3.22,27.2,74.40655684133827
2026-03-11 09:50:28.894774,Hostel Block 2,156.93,65.91,47.08,12.55,3.14,29.2,63.46235388935911
2026-03-11 10:50:28.894774,Hostel Block 2,148.59,62.41,44.58,11.89,2.97,35.4,57.04913102339006
2026-03-11 11:50:28.894774,Hostel Block 2,96.76,40.64,29.03,7.74,1.94,31.3,47.483020528545026
2026-03-11 12:50:28.894774,Hostel Block 2,72.12,30.29,21.64,5.77,1.44,23.9,37.99414122229719
2026-03-11 13:50:28.894774,Hostel Block 2,54.12,22.73,16.24,4.33,1.08,23.6,29.06605148975116
2026-03-11 14:50:28.894774,Hostel Block 2,56.39,23.68,16.92,4.51,1.13,36.8,23.396615532853204
2026-03-11 15:50:28.894774,Hostel Block 2,66.4,27.89,19.92,5.31,1.33,30.5,17.959143313576647
2026-03-11 16:50:28.894774,Hostel Block 2,62.42,26.22,18.73,4.99,1.25,37.1,21.852788617511678
2026-03-11 17:50:28.894774,Hostel Block 2,87.53,36.76,26.26,7.0,1.75,27.8,32.223103328573075
2026-03-11 18:50:28.894774,Hostel Block 2,107.18,45.02,32.15,8.57,2.14,22.1,37.408298095114404
2026-03-11 19:50:28.894774,Hostel Block 2,122.04,51.26,36.61,9.76,2.44,32.0,42.74865508873714
2026-03-11 20:50:28.894774,Hostel Block 2,169.94,101.97,0.0,13.6,3.4,35.1,57.87382280647579
2026-03-11 21:50:28.894774,Hostel Block 2,202.25,121.35,0.0,16.18,4.05,36.9,63.374668597448704
2026-03-11 22:50:28.894774,Hostel Block 2,232.89,139.73,0.0,18.63,4.66,26.7,74.41135416466848
2026-03-11 23:50:28.894774,Hostel Block 2,185.73,111.44,0.0,14.86,3.71,29.1,80.6843995158392
2026-03-12 00:50:28.894774,Hostel Block 2,188.87,113.32,0.0,15.11,3.78,36.3,85.28463376575928
2026-03-12 01:50:28.894774,Hostel Block 2,50.04,30.02,0.0,4.0,1.0,35.8,93.10408883671359
2026-03-12 02:50:28.894774,Hostel Block 2,60.64,36.38,0.0,4.85,1.21,22.4,90.64891040122347
2026-03-12 03:50:28.894774,Hostel Block 2,67.07,40.24,0.0,5.37,1.34,23.6,89.98543872232662
2026-03-12 04:50:28.894774,Hostel Block 2,55.54,33.32,0.0,4.44,1.11,36.5,84.71100625907359
2026-03-12 05:50:28.894774,Hostel Block 2,56.98,34.19,0.0,4.56,1.14,23.3,85.65303070575031
2026-03-12 06:50:28.894774,Hostel Block 2,70.69,42.41,0.0,5.65,1.41,32.8,89.10963682904591
2026-03-12 07:50:28.894774,Hostel Block 2,94.88,39.85,28.46,7.59,1.9,33.0,83.40282362041214
2026-03-12 08:50:28.894774,Hostel Block 2,168.51,70.78,50.55,13.48,3.37,22.9,77.70661849405215
2026-03-12 09:50:28.894774,Hostel Block 2,201.75,84.73,60.52,16.14,4.03,28.9,65.24467064946909
2026-03-12 10:50:28.894774,Hostel Block 2,137.7,57.83,41.31,11.02,2.75,31.8,55.69060399229282
2026-03-12 11:50:28.894774,Hostel Block 2,100.68,42.28,30.2,8.05,2.01,35.3,46.508678035392826
2026-03-12 12:50:28.894774,Hostel Block 2,71.91,30.2,21.57,5.75,1.44,30.9,36.39361938641024
2026-03-12 13:50:28.894774,Hostel Block 2,55.85,23.46,16.76,4.47,1.12,28.4,29.790910938883385
2026-03-12 14:50:28.894774,Hostel Block 2,58.1,24.4,17.43,4.65,1.16,34.2,22.328289511989183
2026-03-12 15:50:28.894774,Hostel Block 2,69.78,29.31,20.93,5.58,1.4,26.7,20.84296421715071
2026-03-12 16:50:28.894774,Hostel Block 2,73.05,30.68,21.91,5.84,1.46,30.7,21.683392122411433
2026-03-12 17:50:28.894774,Hostel Block 2,68.94,28.96,20.68,5.52,1.38,28.4,30.517879494860992
2026-03-12 18:50:28.894774,Hostel Block 2,117.13,49.2,35.14,9.37,2.34,26.9,33.316262512830846
2026-03-12 19:50:28.894774,Hostel Block 2,141.54,59.45,42.46,11.32,2.83,27.5,47.10751003637442
2026-03-12 20:50:28.894774,Hostel Block 2,189.33,113.6,0.0,15.15,3.79,36.1,61.34772592592555
2026-03-12 21:50:28.894774,Hostel Block 2,192.76,115.66,0.0,15.42,3.86,27.4,71.85387932415607
2026-03-12 22:50:28.894774,Hostel Block 2,220.82,132.49,0.0,17.67,4.42,35.7,76.0456944436527
2026-03-12 23:50:28.894774,Hostel Block 2,217.09,130.25,0.0,17.37,4.34,32.0,81.77004281850711
